product_id,name,brand,category,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
151,Everest Garam Masala,Everest,Cooking Essentials,7800,7,5,7200,100,False,100
152,Popular Essentials Pumpkin Seeds,Popular Essentials,Cooking Essentials,9000,16,6,7500,100,False,100
153,Fortune Soya Health Refined Soybean Oil,Fortune,Cooking Essentials,21000,1,2,20600,1000,False,1
154,Gowardhan Pure Ghee Pouch,Gowardhan,Cooking Essentials,29500,4,6,28100,500,False,500
155,Popular Essentials Jeera/Cumin Seeds,Popular Essentials,Cooking Essentials,4000,5,3,3800,100,False,100
156,Weikfield Baking Soda,Weikfield,Cooking Essentials,3000,3,6,2900,100,False,100
157,Everest Pav Bhaji Masala,Everest,Cooking Essentials,3700,10,4,3300,50,False,50
158,Tata Sampann Unpolished Chana Dal,Tata,Cooking Essentials,9500,6,2,8900,1000,False,500
159,Amul Mithai Mate EOE Tin,Amul,Cooking Essentials,11200,2,6,10900,400,False,400
160,Pillsbury Chakki Fresh Atta,Pillsbury,Cooking Essentials,45000,16,6,37500,10000,False,10
161,Everest Chicken Masala,Everest,Cooking Essentials,3900,2,1,3800,50,False,50
162,Dhara Life Refined Ricebran Oil (Pouch),Dhara,Cooking Essentials,20500,7,6,19000,1000,False,1
163,Borges Extra Virgin Olive Oil,Borges,Cooking Essentials,40000,25,1,29900,250,False,250
164,Everest Shahi Biryani Masala,Everest,Cooking Essentials,7000,14,6,6000,50,False,50
165,Popular Essentials Californian Almond,Popular Essentials,Cooking Essentials,35000,28,6,25100,250,False,250
166,Popular Essentials Ajwain Whole,Popular Essentials,Cooking Essentials,2500,0,4,2500,50,False,50
167,Everest Tikhalal Chilli Powder,Everest,Cooking Essentials,23500,9,6,21200,500,False,500
168,Popular Essentials Kabuli Chana Regular,Popular Essentials,Cooking Essentials,8500,9,6,7700,500,False,500
169,Pillsbury Chakki Fresh Atta,Pillsbury,Cooking Essentials,5200,0,4,5200,1000,False,1
170,Popular Essentials Saunf/Fennel Seeds,Popular Essentials,Cooking Essentials,4500,2,6,4400,100,False,100
171,Popular Essentials Bansi Sooji,Popular Essentials,Cooking Essentials,3500,2,3,3400,500,False,500
172,Happilo Premium International Queen Kalmi Dates,Happilo Premium,Cooking Essentials,24500,29,6,17200,200,False,200
173,Tata Sampann Unpolished Urad Whole,Tata,Cooking Essentials,10100,6,4,9400,500,False,500
174,Popular Essentials Cashew Split,Popular Essentials,Cooking Essentials,32500,12,6,28300,250,False,250
175,Popular Essentials Chana Dal (Un-Polished),Popular Essentials,Cooking Essentials,6000,10,6,5400,500,False,500
176,Tata Sampann Unpolished Rajma (Chitra),Tata,Cooking Essentials,13400,6,6,12500,500,False,500
177,Everest Garam Masala,Everest,Cooking Essentials,4200,2,2,4100,50,False,50
178,Everest Kitchen King Masala,Everest,Cooking Essentials,7000,14,2,6000,100,False,100
179,24 Mantra Organic Cumin,24 Mantra,Cooking Essentials,7000,7,2,6500,100,False,100
180,Nestle Milkmaid,Nestle,Cooking Essentials,13200,3,6,12800,400,False,400
181,Popular Essentials Sona Masouri Steam Rice,Popular Essentials,Cooking Essentials,6500,9,6,5900,1000,False,1
182,24 Mantra Organic Tur Dal,24 Mantra,Cooking Essentials,26000,20,6,20800,1000,False,1
183,Gits Gulab Jamun Instant Dessert Mix,Gits,Cooking Essentials,9900,10,6,8900,200,False,200
184,Popular Essentials Black Masoor Whole (Un-Polished),Popular Essentials,Cooking Essentials,6500,10,3,5800,500,False,500
185,24 Mantra Organic Peanuts,24 Mantra,Cooking Essentials,13500,7,1,12500,500,False,500
186,Everest Hingraj Powder,Everest,Cooking Essentials,9000,10,2,8100,50,False,50
187,Everest Black Pepper Powder,Everest,Cooking Essentials,13500,14,6,11500,100,False,100
188,Tata Sampann Masoor Dal Stand,Tata,Cooking Essentials,15000,10,4,13400,1000,False,1
189,24 Mantra Organic Besan,24 Mantra,Cooking Essentials,9500,7,5,8800,500,False,500
190,Quaker Oats,Quaker Oats,Cooking Essentials,19900,7,6,18400,1000,False,1
191,Saffola Gold Refined Cooking Oil (Jar),Saffola,Cooking Essentials,48500,7,6,44900,2000,False,2
192,Nestle Everyday Dairy Whitener,Nestle,Cooking Essentials,21000,0,4,21000,400,False,400
193,24 Mantra Organic Red Poha,24 Mantra,Cooking Essentials,7500,8,1,6900,500,False,500
194,Everest Powder - Tea Masala,Everest,Cooking Essentials,9800,9,5,8900,100,False,100
195,Tata Sampann Urad Dal Split,Tata,Cooking Essentials,9400,4,6,9000,500,False,500
196,Popular Essentials Idli Sooji ,Popular Essentials,Cooking Essentials,3000,6,6,2800,500,False,500
197,Popular Essentials Dessicated Coconut,Popular Essentials,Cooking Essentials,9500,9,6,8600,200,False,200
198,Sunfeast Yippee! Mood Masala Noodles,Sunfeast,Cooking Essentials,6000,28,3,4300,260,False,260
199,Chef's Basket Durum Wheat Elbow Pasta,Chef's Basket Durum Wheat,Cooking Essentials,16000,50,6,8000,500,False,500
200,MTR Breakfast Khatta Meetha Poha Mix,MTR,Cooking Essentials,2500,20,6,2000,60,False,60
201,Satyam Khobra,Satyam,Cooking Essentials,11300,10,5,10100,200,False,200
202,Betty Crocker Complete Pancake Mix Original,Betty Crocker,Cooking Essentials,11000,4,6,10500,250,False,500
203,Borges Durum Wheat Fusilli Pasta ,Borges,Cooking Essentials,25000,0,3,25000,500,False,500
204,24 Mantra Organic Green Moong Dal - Split,24 Mantra,Cooking Essentials,13500,0,2,13500,500,False,500
205,Weikfield Vanilla Flavoured Custard Powder,Weikfield,Cooking Essentials,3700,0,6,3700,100,False,100
206,Tata Sampann Moong Dal Split,Tata,Cooking Essentials,18000,1,5,17800,1000,False,200
207,Tata Sampann Kala Chana,Tata,Cooking Essentials,6400,0,5,6400,500,False,500
208,Saffola Soya Chunks Mealmaker,Saffola,Cooking Essentials,5000,0,2,5000,200,False,200
209,24 Mantra Bura Sugar (Demerara),24 Mantra,Cooking Essentials,8000,10,6,7200,500,False,500
210,Popular Essentials Green Cardamom (Elaichi),Popular Essentials,Cooking Essentials,20000,1,6,19800,50,False,50
211,Hershey's Syrup Delicious Strawberry,Hershey's,Cooking Essentials,9500,0,1,9500,200,False,200
212,Popular Essentials Anjeer,Popular Essentials,Cooking Essentials,19000,11,4,16900,100,False,100
213,Popular Essentials Mustard Seeds Rai Small,Popular Essentials,Cooking Essentials,2000,0,2,2000,100,False,100
214,Weikfield Baking Powder,Weikfield,Cooking Essentials,3300,3,6,3200,100,False,100
215,Dabur Honey Squeezy,Dabur,Cooking Essentials,18500,9,6,16700,225,False,225
216,Tata Sampann High Protein Kali Urad,Tata,Cooking Essentials,9100,14,6,7800,500,False,500
217,Everest Kitchen King Masala,Everest,Cooking Essentials,3700,2,6,3600,50,False,50
218,Chef's Basket Durum Wheat Fusilli Pasta,Chef's Basket Durum Wheat,Cooking Essentials,16000,50,6,8000,500,False,500
219,TilSona Til Oil,TilSona,Cooking Essentials,18000,10,2,16200,500,False,500
220,Top Ramen Chicken Noodles,Top Ramen,Cooking Essentials,6000,10,1,5400,280,False,280
221,Everest Chaat Masala,Everest,Cooking Essentials,3500,2,1,3400,50,False,50
222,Keya Wonder Red Hot Chilli Flakes,Keya,Cooking Essentials,8900,10,2,8000,40,False,40
223,Popular Essentials White Peas (Un-Polished),Popular Essentials,Cooking Essentials,8000,10,5,7200,500,False,500
224,Ching's Secret Chowmein Hakka Noodles Masala ,Ching's,Cooking Essentials,4400,0,2,4400,60,False,60
225,Dhara Filtered Groundnut Oil (Jar),Dhara,Cooking Essentials,105000,1,6,103500,5000,False,5
226,Pillsbury Choco Chip Pancake Mix,Pillsbury,Cooking Essentials,9900,5,6,9400,165,False,165
227,Hershey's Caramel Syrup,Hershey's,Cooking Essentials,23000,0,1,23000,623,False,623
228,Pillsbury Multi Grain Atta,Pillsbury,Cooking Essentials,6000,6,3,5600,1000,False,1
229,McCain New Mini Samosa with Cheese Corn Style Filling,McCain,Cooking Essentials,12000,1,2,11800,240,False,240
230,Satyam Puffed Rice Kurmura (A),Satyam,Cooking Essentials,4300,0,6,4300,200,False,200
231,MTR 3 Min Poha,MTR,Cooking Essentials,2500,0,6,2500,60,False,60
232,Ching's Manchurian Instant Noodles,Ching's,Cooking Essentials,1500,0,5,1500,60,False,60
233,Everest Pav Bhaji Masala,Everest,Cooking Essentials,7000,0,2,7000,100,False,100
234,Hershey's Chocolate Flavour Syrup,Hershey's,Cooking Essentials,22000,6,6,20500,623,False,680
235,Popular Essentials Dhania (Coriander Seeds),Popular Essentials,Cooking Essentials,5500,16,4,4600,200,False,200
236,24 Mantra Red Chilly Whole,24 Mantra,Cooking Essentials,7000,7,1,6500,100,False,100
237,Dabur Honey - World's No.1,Dabur,Cooking Essentials,12000,0,6,12000,250,False,250
238,24 Mantra Organic Puffed Rice,24 Mantra,Cooking Essentials,4000,2,6,3900,200,False,200
239,24 Mantra Organic Wheat Daliya ,24 Mantra,Cooking Essentials,4800,2,2,4700,500,False,500
240,24 Mantra Organic Ragi Flour,24 Mantra,Cooking Essentials,6500,20,4,5200,500,False,500
241,Popular Essentials Cinnamon Whole (Dalchini),Popular Essentials,Cooking Essentials,3500,5,6,3300,25,False,25
242,Sundrop Super Lite Advanced - Sunflower Oil,Sundrop,Cooking Essentials,21500,0,4,21500,1000,False,1
243,Pillsbury Atta/Godihittu - Chakki Fresh,Pillsbury,Cooking Essentials,10200,7,4,9400,2000,False,2
244,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),Popular Essentials,Cooking Essentials,8500,7,5,7900,500,False,500
245,Popular Essentials HMT Kolam Steam,Popular Essentials,Cooking Essentials,7500,0,3,7500,1000,False,1
246,Popular Essentials Black Urad Split,Popular Essentials,Cooking Essentials,8000,10,4,7200,500,False,500
247,Keya Oregano,Keya,Cooking Essentials,10900,10,5,9800,9,False,9
248,Popular Essentials Pink Rajma,Popular Essentials,Cooking Essentials,10000,10,6,9000,500,False,500
249,Everest Chicken Masala,Everest,Cooking Essentials,7400,2,6,7200,100,False,100
250,Popular Essentials HMT Kolam Steam,Popular Essentials,Cooking Essentials,37000,10,6,33300,5000,False,5
251,Everest Shahi Paneer Masala,Everest,Cooking Essentials,4200,4,5,4000,50,False,50
252,Godrej Yummiez Chicken Nuggets,Godrej,Cooking Essentials,32500,9,1,29300,500,False,500
253,Flying Bird Vanilla Essence,Flying Bird,Cooking Essentials,3500,2,6,3400,20,False,20
254,Everest Sabji Masala,Everest,Cooking Essentials,3000,3,6,2900,50,False,50
255,Popular Essentials Californian Almond,Popular Essentials,Cooking Essentials,69500,32,6,47000,500,False,500
256,Cornitos Cornitos Taco Shells - 4 Inches,Cornitos,Cooking Essentials,11000,20,6,8800,80,False,80
257,Everest Rajma Masala,Everest,Cooking Essentials,3300,3,5,3200,50,False,50
258,Popular Essentials White Til,Popular Essentials,Cooking Essentials,4000,5,1,3800,100,False,100
259,Amul Dark Compound Chocolate Slab,Amul,Cooking Essentials,12500,2,6,12200,500,False,500
260,Mothers Recipe Papad Chana Masala,Mothers Recipe,Cooking Essentials,7900,10,6,7100,200,False,200
261,Ching's Schezwan Masala Instant Noodles,Ching's,Cooking Essentials,6000,0,1,6000,240,False,240
262,Amul Milk Compound Chocolate Slab,Amul,Cooking Essentials,11000,2,6,10700,500,False,500
263,Eastern Chicken Masala,Eastern,Cooking Essentials,7000,7,3,6500,100,False,100
264,Popular Essentials Methi Seeds,Popular Essentials,Cooking Essentials,2500,0,5,2500,100,False,100
265,Saffola Yummy Masala Noodles ,Saffola,Cooking Essentials,2000,0,2,2000,46,False,46
266,Cadbury Hot Chocolate,Cadbury,Cooking Essentials,17500,5,6,16600,200,False,200
267,Ching's Chicken Chilli Masala,Ching's,Cooking Essentials,1000,0,6,1000,20,False,20
268,Dabur Keora water - Authentic flavour for Biryani's and Desserts,Dabur,Cooking Essentials,6200,6,6,5800,250,False,250
269,Popular Essentials Black Cardamom/Elaichi ,Popular Essentials,Cooking Essentials,10000,10,6,9000,50,False,50
270,Popular Essentials Idli Rice,Popular Essentials,Cooking Essentials,6000,10,4,5400,1000,False,1
271,Everest Chole Masala,Everest,Cooking Essentials,3300,3,1,3200,50,False,50
272,Dabur Hommade Tamarind Paste,Dabur,Cooking Essentials,4800,6,6,4500,200,False,200
273,Maggi Magic Cubes (Vegetarian Masala) (Free 2 Cubes Inside),Maggi,Cooking Essentials,3500,2,6,3400,48,False,48
274,Popular Essentials Cooking Soda,Popular Essentials,Cooking Essentials,3000,10,6,2700,200,False,200
275,RRO Primio Refined Groundnut Oil Pet Bottle,RRO,Cooking Essentials,25500,6,2,23900,1000,False,1
276,Everest Pani Puri Masala,Everest,Cooking Essentials,3100,3,6,3000,50,False,50
277,Nissin Cup Noodles Tangy Tomato,Nissin,Cooking Essentials,5000,10,2,4500,70,False,70
278,Ching's Veg Manchurian Masala,Ching's,Cooking Essentials,1000,0,2,1000,20,False,20
279,Ceres Foods Fish Mustard Instant Liquid Masala,Ceres Foods,Cooking Essentials,22000,50,6,11000,200,False,200
280,Everest Garam Masala,Everest,Cooking Essentials,15800,10,6,14200,200,False,200
281,24 Mantra Organic Jowar Flour,24 Mantra,Cooking Essentials,7000,7,6,6500,500,False,500
282,Maggi Coconut Milk powder,Maggi,Cooking Essentials,10000,0,6,10000,100,False,100
283,On1y Pepper Grinder,On1y,Cooking Essentials,15900,9,1,14400,50,False,50
284,Popular Essentials Rice Flour,Popular Essentials,Cooking Essentials,6000,0,3,6000,1000,False,1
285,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,Sunfeast,Cooking Essentials,2800,10,1,2500,65,False,65
286,24 Mantra Organic Brown Sona Masoori Rice,24 Mantra,Cooking Essentials,9500,0,6,9500,1000,False,1
287,Happilo Premium Afghani Anjeer,Happilo Premium,Cooking Essentials,36500,29,2,25600,200,False,200
288,Popular Essentials Chiroti Sooji,Popular Essentials,Cooking Essentials,3500,2,6,3400,500,False,500
289,RRO Til Dil Premium Til Oil Bottle,RRO,Cooking Essentials,33000,10,5,29400,1000,False,1
290,Popular Essentials Red Rajma,Popular Essentials,Cooking Essentials,9000,10,6,8100,500,False,500
291,Cornitos Peanut - Premium Salted ,Cornitos,Cooking Essentials,12000,10,6,10800,150,False,150
292,Popular Essentials Black Pepper,Popular Essentials,Cooking Essentials,10000,10,5,9000,100,False,100
293,24 Mantra Organic Tur Dal - Split,24 Mantra,Cooking Essentials,13000,7,6,12000,500,False,500
294,Sugarfree Gold Low Calorie Sweetner,Sugarfree,Cooking Essentials,6500,6,3,6100,110,False,100
295,Ching's Secret Paneer Chilli Masala,Ching's,Cooking Essentials,1000,0,2,1000,20,False,20
296,Dabur Honey ,Dabur,Cooking Essentials,22000,7,3,20400,500,False,500
298,Everest Tea Masala,Everest,Cooking Essentials,5500,9,2,5000,50,False,50
299,Ching's Paneer Chilli Masala,Ching's,Cooking Essentials,4400,0,4,4400,60,False,60
300,Sunfeast YiPPee! Magic Masala Noodles,Sunfeast,Cooking Essentials,7000,10,3,6300,405,False,405
301,Everest Meat Masala Powder,Everest,Cooking Essentials,7400,9,3,6700,100,False,100
302,Pillsbury Atta With Multigrains Wheat Grains,Pillsbury,Cooking Essentials,29500,16,6,24500,5000,False,5
303,Mother's Recipe Tamarind Paste,Mother's Recipe,Cooking Essentials,5000,2,6,4900,200,False,200
304,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,Quaker Oats,Cooking Essentials,4900,8,6,4500,200,False,200
305,Popular Essentials Cloves (Lavang),Popular Essentials,Cooking Essentials,7500,17,6,6200,50,False,50
306,Sunfeast Yippee! Power Up Atta Noodles,Sunfeast,Cooking Essentials,9600,15,6,8100,280,False,280
307,Suhana Paneer Tikka Masala Mix,Suhana,Cooking Essentials,4000,5,6,3800,50,False,50
308,24 Mantra Turmeric Powder,24 Mantra,Cooking Essentials,3500,2,6,3400,100,False,100
309,24 Mantra Super Grain Quinoa,24 Mantra,Cooking Essentials,19000,0,4,19000,500,False,500
310,Everest Powder - Egg Curry Masala,Everest,Cooking Essentials,4000,2,6,3900,50,False,50
311,Popular Essentials Pe Shah Jeera ,Popular Essentials,Cooking Essentials,6000,15,6,5100,50,False,50
312,24 Mantra Organic Sattu Atta,24 Mantra,Cooking Essentials,9500,0,6,9500,500,False,500
313,Smith & Jones Pasta Masala,Smith & Jones,Cooking Essentials,4600,0,6,4600,54,False,54
314,Weikfield Vanilla Custard Powder,Weikfield,Cooking Essentials,14200,9,3,12800,500,False,500
315,Sugarfree Natura Low Calorie Sweetner ,Sugarfree,Cooking Essentials,30000,10,3,27000,42,False,42
316,Pillsbury Vanilla Custard Powder,Pillsbury,Cooking Essentials,3700,2,6,3600,100,False,100
317,24 Mantra Organic Rajma,24 Mantra,Cooking Essentials,14500,0,6,14500,500,False,500
318,Popular Essentials Broken Wheat/Daliya,Popular Essentials,Cooking Essentials,3500,2,6,3400,500,False,500
319,Zorabian Chicken Smoked Ham,Zorabian,Cooking Essentials,20500,5,1,19400,250,False,250
320,Smith & Jones Peri Peri Masala,Smith & Jones,Cooking Essentials,9900,0,6,9900,75,False,75
321,Saffola Veggie Twist Masala Oats,Saffola,Cooking Essentials,19500,12,2,17100,500,False,500
322,Popular Essentials Urad Dal Split (Un-Polished),Popular Essentials,Cooking Essentials,8500,9,5,7700,500,False,500
323,Weikfield Baking Powder,Weikfield,Cooking Essentials,2200,0,6,2200,50,False,50
324,Popular Essentials Bajra Whole,Popular Essentials,Cooking Essentials,6500,13,6,5600,1000,False,1
325,Weikfield Veg Jelly Crystals - Strawberry,Weikfield,Cooking Essentials,4500,2,6,4400,90,False,90
326,Weikfield Veg Jelly Crystals - Raspberry,Weikfield,Cooking Essentials,4500,2,6,4400,90,False,90
327,Popular Essentials Masoor Dal Split (Un-Polished),Popular Essentials,Cooking Essentials,7000,10,4,6300,500,False,500
328,Popular Essentials Ajwain Whole,Popular Essentials,Cooking Essentials,5000,12,2,4400,100,False,100
329,Popular Essentials Pista Salted (With Shell),Popular Essentials,Cooking Essentials,47000,21,5,37100,250,False,250
330,The Bake Shop Bread Crumbs,The,Cooking Essentials,5000,6,3,4700,400,False,400
331,Popular Essentials Horse Gram,Popular Essentials,Cooking Essentials,4000,10,4,3600,500,False,500
332,Hershey's Chocolate Syrup,Hershey's,Cooking Essentials,9500,0,4,9500,200,False,200
333,Godrej Yummiez Chilli Chicken Sausages ,Godrej,Cooking Essentials,16000,10,3,14400,250,False,250
334,Everest Kasuri Methi,Everest,Cooking Essentials,2500,0,6,2500,25,False,25
335,Satyam Makhana,Satyam,Cooking Essentials,20800,0,6,20800,100,False,100
336,Everest Tandoori Chicken Masala,Everest,Cooking Essentials,3900,2,5,3800,50,False,50
337,Weikfield Falooda Mix - Kesar Pista,Weikfield,Cooking Essentials,4900,2,3,4800,200,False,200
338,Weikfield Cocoa Powder,Weikfield,Cooking Essentials,7000,7,6,6500,50,False,50
339,Pantai Coconut Cream,Pantai,Cooking Essentials,15000,4,4,14300,400,False,400
340,Popular Essentials Coriander Seeds,Popular Essentials,Cooking Essentials,1500,0,5,1500,50,False,50
341,Ching's Singapore Curry Instant Noodles,Ching's,Cooking Essentials,6000,0,4,6000,240,False,240
342,Eastern Fish Masala,Eastern,Cooking Essentials,4800,2,5,4700,100,False,100
343,Pillsbury Atta/Godihittu - Chakki Fresh,Pillsbury,Cooking Essentials,27500,0,6,27500,5000,False,5
344,Oleev Smart Oil Fortified with VIT ADEK (Pouch),Oleev,Cooking Essentials,21500,9,4,19400,1000,False,1
345,Everest Dry Ginger Powder,Everest,Cooking Essentials,7500,9,4,6800,100,False,100
346,Pillsbury Cooker Cake Mix - Choco,Pillsbury,Cooking Essentials,10000,11,6,8900,159,False,159
347,Hershey's Chocolate Almond Syrup,Hershey's,Cooking Essentials,20000,0,2,20000,450,False,450
348,Satyam Nighties Spices  Chilli Pandi,Satyam,Cooking Essentials,5600,7,5,5200,100,False,100
349,Popular Essentials Popular Essential Pista Salted (With Shell),Popular Essentials,Cooking Essentials,19000,10,6,17100,100,False,100
350,Godrej Yummiez Chicken Punjabi Tikka ,Godrej,Cooking Essentials,29500,9,6,26600,360,False,360
351,Popular Essentials Rozana Sona Masuri Raw Rice,Popular Essentials,Cooking Essentials,35000,10,5,31200,5000,False,5
352,24 Mantra Mustard Oil (Cold Pressed) ,24 Mantra,Cooking Essentials,35000,10,6,31200,1000,False,1
353,24 Mantra Organic Black Pepper,24 Mantra,Cooking Essentials,17000,7,6,15700,100,False,100
354,Popular Essentials Green Moong Whole,Popular Essentials,Cooking Essentials,9000,16,3,7500,500,False,500
355,24 Mantra Organic Masoor Dal - Split,24 Mantra,Cooking Essentials,9500,7,6,8800,500,False,500
356,Praakritik Organic Natural Rock Salt,Praakritik,Cooking Essentials,6000,6,3,5600,500,False,500
357,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,24 Mantra,Cooking Essentials,39000,11,5,34700,1000,False,1
358,Ching's Secret Instant Noodles (Hot Garlic),Ching's,Cooking Essentials,6000,0,4,6000,240,False,240
359,Saffola Everyday Peppy Tomato Masala Oats,Saffola,Cooking Essentials,19500,12,6,17100,500,False,500
360,Dabur 100% Pure Honey - Worlds No.1,Dabur,Cooking Essentials,43000,10,6,38700,1000,False,1
361,Popular Essentials Star Anise,Popular Essentials,Cooking Essentials,7000,10,5,6300,25,False,25
362,Ching's Secret Chicken 65 Masala - Chicken,Ching's,Cooking Essentials,1000,0,5,1000,20,False,20
363,Cadbury Cocoa Powder,Cadbury,Cooking Essentials,22300,5,6,21100,150,False,150
364,Praakritik Natural Desi Gir Cow A2 Ghee,Praakritik,Cooking Essentials,145000,10,6,130500,540,False,540
365,Praakritik Organic Poha,Praakritik,Cooking Essentials,12000,6,5,11200,500,False,500
366,Praakritik Organic Natural Wild Forest Honey,Praakritik,Cooking Essentials,16000,6,4,15000,200,False,200
367,Popular Essentials Dry Dates (Kharak),Popular Essentials,Cooking Essentials,14000,15,6,11800,250,False,250
368,Popular Essentials Kashmiri Red Rajma,Popular Essentials,Cooking Essentials,9500,6,4,8900,500,False,500
369,Dabur Hommade - Garlic Paste,Dabur,Cooking Essentials,5000,6,6,4700,200,False,200
370,Dabur 100% Pure Honey,Dabur,Cooking Essentials,33000,10,1,29700,400,False,400
371,Ching's Schezwan Fried Rice(Miracle Masala),Ching's,Cooking Essentials,4400,0,5,4400,60,False,60
372,Maggi Magic Cubes (Vegetarian Masala),Maggi,Cooking Essentials,3500,2,1,3400,40,False,40
373,Everest Tandoori Chicken Masala,Everest,Cooking Essentials,7400,9,3,6700,100,False,100
374,Popular Essentials Red Poha,Popular Essentials,Cooking Essentials,4500,4,6,4300,500,False,500
375,Everest Kitchen King Masala,Everest,Cooking Essentials,14200,9,6,12800,200,False,200
376,Pillsbury Oven Cake Mix - Rich Chocolate,Pillsbury,Cooking Essentials,16500,10,5,14700,285,False,285
377,Eastern Super Garam Masala,Eastern,Cooking Essentials,7400,6,2,6900,200,False,200
378,Maggi Magic Cubes Extra Chicken,Maggi,Cooking Essentials,4000,2,6,3900,48,False,48
379,Satyam Nighties Spices  Chilli Kashmiri,Satyam,Cooking Essentials,10200,6,6,9500,100,False,100
380,Eastern Cumin Powder,Eastern,Cooking Essentials,4900,2,6,4800,100,False,100
381,Popular Essentials Urad Gola White(Un-Polished),Popular Essentials,Cooking Essentials,9000,10,6,8100,500,False,500
382,24 Mantra Organic Chana Dal,24 Mantra,Cooking Essentials,9500,6,5,8900,500,False,500
383,Delight Nuts Cashew Roasted & Salted,Delight Nuts,Cooking Essentials,42500,20,6,34000,200,False,200
384,Popular Essentials Mace/Javitri,Popular Essentials,Cooking Essentials,9000,10,3,8100,20,False,20
385,Dlicia Whip Topping Bottle,Dlicia,Cooking Essentials,23500,27,5,17100,1000,False,1
386,Mother's Recipe Paste Ginger & Garlic,Mother's Recipe,Cooking Essentials,7600,10,4,6800,300,False,300
387,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,24 Mantra,Cooking Essentials,41000,10,6,36900,1000,False,1
388,Satyam Pulses Masur Dal,Satyam,Cooking Essentials,8700,6,6,8100,500,False,500
389,Delight Nuts Pista Roasted & Salted,Delight Nuts,Cooking Essentials,42500,20,6,34000,200,False,200
390,Top Ramen Noodles (Atta),Top Ramen,Cooking Essentials,8000,0,1,8000,280,False,280
391,Hershey's Cocoa Powder,Hershey's,Cooking Essentials,9500,0,5,9500,70,False,70
392,Praakritik Organic Singhara Atta,Praakritik,Cooking Essentials,24000,6,4,22500,500,False,500
393,Gits Veg Biryani Ready to Eat,Gits,Cooking Essentials,11000,10,6,9900,265,False,265
394,Delight Nuts Cranberries Sliced ,Delight Nuts,Cooking Essentials,29900,20,6,23900,200,False,200
395,Borges Durum Wheat Pasta Superior Quality,Borges,Cooking Essentials,25000,40,6,14900,500,False,500
396,Ceres Foods Laal Maas Instant Liquid Masala,Ceres Foods,Cooking Essentials,22000,50,5,11000,200,False,200
397,Popular Essentials Sattu Atta,Popular Essentials,Cooking Essentials,9000,12,3,7900,500,False,500
398,Popular Essentials Mustard Seeds Rai Yellow,Popular Essentials,Cooking Essentials,2500,0,5,2500,100,False,100
399,Praakritik Organic Extra Virgin Coconut Oil,Praakritik,Cooking Essentials,15000,10,5,13400,100,False,100
400,Praakritik Organic Garlic Powder,Praakritik,Cooking Essentials,11000,1,5,10800,100,False,100
401,Sugarfree Gold Low Calorie Sweetner ,Sugarfree,Cooking Essentials,12500,5,6,11800,100,False,100
402,Aashirvaad Breakfast Instant Mix - Rice Idli,Aashirvaad,Cooking Essentials,7500,30,6,5200,200,False,200
403,Kitchens Of India Mutter Paneer,Kitchens,Cooking Essentials,13000,4,6,12400,285,False,285
404,Ching's Secret Veg Manchurian Masala,Ching's,Cooking Essentials,4400,0,6,4400,60,False,60
405,Popular Essentials Jowa Flour,Popular Essentials,Cooking Essentials,5000,2,5,4900,500,False,500
406,Everest Shahi Biryani Masala,Everest,Cooking Essentials,24500,0,6,24500,200,False,200
407,Popular Essentials Black Til,Popular Essentials,Cooking Essentials,5000,6,4,4700,100,False,100
408,Popular Essentials Pancharatna Dal,Popular Essentials,Cooking Essentials,8000,10,6,7200,500,False,500
409,Saffola 100% Pure Honey,Saffola,Cooking Essentials,47500,8,2,43700,1000,False,750
410,Popular Essentials Tamarind,Popular Essentials,Cooking Essentials,15000,14,6,12800,500,False,500
411,Gits Rice Dosa Instant Breakfast Mix,Gits,Cooking Essentials,6000,5,5,5700,200,False,200
412,Popular Essentials Poppy Seeds (Gasagase),Popular Essentials,Cooking Essentials,28000,7,6,26000,100,False,100
413,Hershey's Hot Chocolate Powder,Hershey's,Cooking Essentials,21000,0,4,21000,250,False,250
414,Borges Farfalle Durum Wheat Pasta ,Borges,Cooking Essentials,25000,0,5,25000,500,False,500
415,Satyam Chilli  Bedgi,Satyam,Cooking Essentials,8200,10,5,7300,100,False,100
416,Aashirvaad Instant Mix - Rice Dosa,Aashirvaad,Cooking Essentials,7500,30,6,5200,200,False,200
417,Hershey's Cocoa - Natural Unsweetened,Hershey's,Cooking Essentials,27000,10,4,24300,225,False,225
418,Weikfield Veg Jelly Crystals - Mango,Weikfield,Cooking Essentials,4500,2,6,4400,90,False,90
419,Praakritik Orrganic Cold Pressed Sesame Oil,Praakritik,Cooking Essentials,13000,10,5,11700,100,False,100
421,ITC Master Chef Hyderabadi Biryani,ITC Master Chef,Cooking Essentials,7500,30,5,5200,80,False,80
422,Flying Bird Butter Scotch Essence,Flying Bird,Cooking Essentials,5000,2,6,4900,20,False,20
423,Dabur Hommade - Ginger Paste,Dabur,Cooking Essentials,5000,6,6,4700,200,False,200
